,t,T,s,i,f,L,o,c,h,l,v,n,x,q,V,Q,B,ma
160,1642025100000,1642025399999,ETHUSDT,5m,729206682,729209304,3366.01000000,3367.04,3367.24000000,3362.40000000,589.03110000,2623,True,1981939.67261100,290.09210000,976057.78682600,0,3376.5507999999995
161,1642025400000,1642025699999,ETHUSDT,5m,729209305,729211459,3367.04000000,3371.93,3373.00000000,3365.49000000,464.15120000,2155,True,1564607.68667500,268.67570000,905743.73312000,0,3376.4736000000003
162,1642025700000,1642025999999,ETHUSDT,5m,729211460,729213285,3372.04000000,3375.19,3375.67000000,3370.85000000,409.70900000,1826,True,1382293.93537700,224.41290000,757152.69542600,0,3376.4576
163,1642026000000,1642026299999,ETHUSDT,5m,729213286,729215189,3375.20000000,3377.14,3377.43000000,3372.08000000,519.99660000,1904,True,1754677.25953900,229.32830000,773843.00109700,0,3376.5609999999997
164,1642026300000,1642026599999,ETHUSDT,5m,729215190,729217104,3377.14000000,3378.58,3379.20000000,3376.49000000,509.20260000,1915,True,1720019.25356600,225.55580000,761961.40708100,0,3376.6904000000004
165,1642026600000,1642026899999,ETHUSDT,5m,729217105,729219227,3378.58000000,3380.76,3380.76000000,3378.57000000,690.21910000,2123,True,2332881.22207700,514.04370000,1737432.32597800,0,3376.71
166,1642026900000,1642027199999,ETHUSDT,5m,729219228,729220899,3380.76000000,3379.82,3380.94000000,3379.74000000,513.58340000,1672,True,1736167.24388700,258.77070000,874779.05131000,0,3376.5406
167,1642027200000,1642027499999,ETHUSDT,5m,729220900,729222942,3379.86000000,3371.16,3380.21000000,3371.16000000,730.58380000,2043,True,2466461.48366300,396.30220000,1337772.34231400,0,3376.3017999999997
168,1642027500000,1642027799999,ETHUSDT,5m,729222943,729224518,3371.16000000,3367.64,3371.17000000,3367.63000000,366.44950000,1576,True,1234643.36883200,162.53170000,547596.74844300,0,3376.1313999999998
169,1642027800000,1642028099999,ETHUSDT,5m,729224519,729226874,3367.64000000,3364.0,3367.77000000,3362.04000000,1105.17250000,2356,True,3718688.26898700,437.85520000,1473378.75931100,0,3375.9712
170,1642028100000,1642028399999,ETHUSDT,5m,729226875,729228335,3364.01000000,3362.9,3364.90000000,3362.45000000,887.45030000,1461,True,2984497.17920200,481.26890000,1618519.89371100,0,3375.8068
171,1642028400000,1642028699999,ETHUSDT,5m,729228336,729231032,3362.91000000,3359.9,3365.65000000,3355.51000000,1573.28210000,2697,True,5287975.12706500,787.98080000,2648469.07571100,0,3375.6078
172,1642028700000,1642028999999,ETHUSDT,5m,729231033,729233172,3359.90000000,3363.05,3363.71000000,3357.38000000,1278.23680000,2140,True,4295376.06584300,811.70720000,2727664.42949600,0,3375.4238
173,1642029000000,1642029299999,ETHUSDT,5m,729233173,729234570,3363.04000000,3364.43,3366.05000000,3362.94000000,592.06040000,1398,True,1992047.27462000,351.51430000,1182683.04825200,0,3375.3821999999996
